Wavelength,Extinction Efficiency
5.0,0.00010933089341157065
3.333333333333333,0.001886829734904422
2.4999999999999996,0.002414442508229818
1.9999999999999996,0.0028313106609768866
1.6666666666666665,0.0039444298312991
1.4285714285714282,0.005532358074408108
1.2499999999999996,0.0069466661635138385
1.111111111111111,0.009146500240213613
0.9999999999999998,0.012733424169336567
0.9090909090909088,0.018420118513969554
0.833333333333333,0.027501087751212322
0.769230769230769,0.042412274706621754
0.7142857142857141,0.06796776665542947
0.6666666666666665,0.11429841922483869
0.6249999999999999,0.2041098792477612
0.588235294117647,0.3897860318401101
0.5555555555555554,0.7757964195182783
0.5263157894736841,1.4050981490587748
0.4999999999999998,1.814525608424806
0.47619047619047605,1.698016928681171
0.4545454545454543,1.490751473021059
0.43478260869565205,1.4042310234307647
0.4166666666666665,1.4340661869191258
0.39999999999999986,1.5265495959729045
0.38461538461538447,1.6180042283927785
0.37037037037037024,1.6733367949288758
0.357142857142857,1.703622081352498
0.3448275862068964,1.7363939667817991
0.33333333333333326,1.7898832366078108
0.3225806451612902,1.8705923999266785
0.3124999999999999,1.978365213955195
0.3030303030303029,2.109983409749464
0.29411764705882343,2.2605529039247054
0.2857142857142856,2.42362600280717
0.2777777777777777,2.5908398512068205
0.2702702702702702,2.7516766838754494
0.263157894736842,2.8938603270386247
0.25641025641025633,3.0046946862464377
